Activity standard occupational classification,Mode of employment,Sex,Contract marker,Nationality,Academic Year,Number
Sales and customer service occupations,Part-time,All,Non-academic,Not known,2020/21,5
Sales and customer service occupations,Part-time,All,Non-academic,UK,2016/17,955
Sales and customer service occupations,Part-time,All,Non-academic,UK,2017/18,900
Sales and customer service occupations,Part-time,All,Non-academic,UK,2018/19,880
Sales and customer service occupations,Part-time,All,Non-academic,UK,2019/20,755
Sales and customer service occupations,Part-time,All,Non-academic,UK,2020/21,615
Sales and customer service occupations,All,All,Non-academic,All,2016/17,2345
Sales and customer service occupations,All,All,Non-academic,All,2017/18,2435
Sales and customer service occupations,All,All,Non-academic,All,2018/19,2490
Sales and customer service occupations,All,All,Non-academic,All,2019/20,1830
Sales and customer service occupations,All,All,Non-academic,All,2020/21,1665
Sales and customer service occupations,All,Female,Non-academic,All,2016/17,1600
Sales and customer service occupations,All,Female,Non-academic,All,2017/18,1655
Sales and customer service occupations,All,Female,Non-academic,All,2018/19,1645
Sales and customer service occupations,All,Female,Non-academic,All,2019/20,1260
Sales and customer service occupations,All,Female,Non-academic,All,2020/21,1170
Sales and customer service occupations,All,Male,Non-academic,All,2016/17,745
Sales and customer service occupations,All,Male,Non-academic,All,2017/18,780
Sales and customer service occupations,All,Male,Non-academic,All,2018/19,840
Sales and customer service occupations,All,Male,Non-academic,All,2019/20,570
Sales and customer service occupations,All,Male,Non-academic,All,2020/21,495
Sales and customer service occupations,All,Other,Non-academic,All,2016/17,0
Sales and customer service occupations,All,Other,Non-academic,All,2017/18,0
Sales and customer service occupations,All,Other,Non-academic,All,2018/19,0
Sales and customer service occupations,All,Other,Non-academic,All,2019/20,0
Sales and customer service occupations,All,Other,Non-academic,All,2020/21,0
Sales and customer service occupations,All,All,Non-academic,European Union,2016/17,160
Sales and customer service occupations,All,All,Non-academic,European Union,2017/18,195
Sales and customer service occupations,All,All,Non-academic,European Union,2018/19,175
Sales and customer service occupations,All,All,Non-academic,European Union,2019/20,170
Sales and customer service occupations,All,All,Non-academic,European Union,2020/21,155
Sales and customer service occupations,All,Female,Non-academic,European Union,2016/17,120
Sales and customer service occupations,All,Female,Non-academic,European Union,2017/18,145
Sales and customer service occupations,All,Female,Non-academic,European Union,2018/19,120
Sales and customer service occupations,All,Female,Non-academic,European Union,2019/20,115
Sales and customer service occupations,All,Female,Non-academic,European Union,2020/21,115
Sales and customer service occupations,All,Male,Non-academic,European Union,2016/17,40
Sales and customer service occupations,All,Male,Non-academic,European Union,2017/18,50
Sales and customer service occupations,All,Male,Non-academic,European Union,2018/19,55
Sales and customer service occupations,All,Male,Non-academic,European Union,2019/20,55
Sales and customer service occupations,All,Male,Non-academic,European Union,2020/21,40
Sales and customer service occupations,All,All,Non-academic,Non-European Union,2016/17,90
Sales and customer service occupations,All,All,Non-academic,Non-European Union,2017/18,95
Sales and customer service occupations,All,All,Non-academic,Non-European Union,2018/19,100
Sales and customer service occupations,All,All,Non-academic,Non-European Union,2019/20,90
Sales and customer service occupations,All,All,Non-academic,Non-European Union,2020/21,90
Sales and customer service occupations,All,Female,Non-academic,Non-European Union,2016/17,55
Sales and customer service occupations,All,Female,Non-academic,Non-European Union,2017/18,55
Sales and customer service occupations,All,Female,Non-academic,Non-European Union,2018/19,60
Sales and customer service occupations,All,Female,Non-academic,Non-European Union,2019/20,60
Sales and customer service occupations,All,Female,Non-academic,Non-European Union,2020/21,65
Sales and customer service occupations,All,Male,Non-academic,Non-European Union,2016/17,35
Sales and customer service occupations,All,Male,Non-academic,Non-European Union,2017/18,40
Sales and customer service occupations,All,Male,Non-academic,Non-European Union,2018/19,40
Sales and customer service occupations,All,Male,Non-academic,Non-European Union,2019/20,30
Sales and customer service occupations,All,Male,Non-academic,Non-European Union,2020/21,30
Sales and customer service occupations,All,All,Non-academic,Not known,2016/17,10
Sales and customer service occupations,All,All,Non-academic,Not known,2017/18,10
Sales and customer service occupations,All,All,Non-academic,Not known,2018/19,30
Sales and customer service occupations,All,All,Non-academic,Not known,2019/20,20
Sales and customer service occupations,All,All,Non-academic,Not known,2020/21,10
Sales and customer service occupations,All,Female,Non-academic,Not known,2016/17,10
Sales and customer service occupations,All,Female,Non-academic,Not known,2017/18,10
Sales and customer service occupations,All,Female,Non-academic,Not known,2018/19,20
Sales and customer service occupations,All,Female,Non-academic,Not known,2019/20,15
Sales and customer service occupations,All,Female,Non-academic,Not known,2020/21,10
Sales and customer service occupations,All,Male,Non-academic,Not known,2016/17,5
Sales and customer service occupations,All,Male,Non-academic,Not known,2017/18,0
Sales and customer service occupations,All,Male,Non-academic,Not known,2018/19,15
Sales and customer service occupations,All,Male,Non-academic,Not known,2019/20,5
Sales and customer service occupations,All,Male,Non-academic,Not known,2020/21,0
Sales and customer service occupations,All,All,Non-academic,UK,2016/17,2085
Sales and customer service occupations,All,All,Non-academic,UK,2017/18,2135
Sales and customer service occupations,All,All,Non-academic,UK,2018/19,2185
Sales and customer service occupations,All,All,Non-academic,UK,2019/20,1555
Sales and customer service occupations,All,All,Non-academic,UK,2020/21,1405
Sales and customer service occupations,All,Female,Non-academic,UK,2016/17,1420
Sales and customer service occupations,All,Female,Non-academic,UK,2017/18,1445
Sales and customer service occupations,All,Female,Non-academic,UK,2018/19,1450
Sales and customer service occupations,All,Female,Non-academic,UK,2019/20,1075
Sales and customer service occupations,All,Female,Non-academic,UK,2020/21,980
Sales and customer service occupations,All,Male,Non-academic,UK,2016/17,665
Sales and customer service occupations,All,Male,Non-academic,UK,2017/18,685
Sales and customer service occupations,All,Male,Non-academic,UK,2018/19,735
Sales and customer service occupations,All,Male,Non-academic,UK,2019/20,480
Sales and customer service occupations,All,Male,Non-academic,UK,2020/21,425
Sales and customer service occupations,All,Other,Non-academic,UK,2016/17,0
Sales and customer service occupations,All,Other,Non-academic,UK,2017/18,0
Sales and customer service occupations,All,Other,Non-academic,UK,2018/19,0
Sales and customer service occupations,All,Other,Non-academic,UK,2019/20,0
Sales and customer service occupations,All,Other,Non-academic,UK,2020/21,0
"Process, plant and machine operatives",Full-time,Female,Non-academic,European Union,2016/17,25
"Process, plant and machine operatives",Full-time,Female,Non-academic,European Union,2017/18,25
"Process, plant and machine operatives",Full-time,Female,Non-academic,European Union,2018/19,25
"Process, plant and machine operatives",Full-time,Female,Non-academic,European Union,2019/20,30
"Process, plant and machine operatives",Full-time,Female,Non-academic,European Union,2020/21,30
"Process, plant and machine operatives",Part-time,Female,Non-academic,European Union,2016/17,10
"Process, plant and machine operatives",Part-time,Female,Non-academic,European Union,2017/18,10
"Process, plant and machine operatives",Part-time,Female,Non-academic,European Union,2018/19,5
"Process, plant and machine operatives",Part-time,Female,Non-academic,European Union,2019/20,5
"Process, plant and machine operatives",Part-time,Female,Non-academic,European Union,2020/21,5
"Process, plant and machine operatives",Full-time,Male,Non-academic,European Union,2016/17,75
"Process, plant and machine operatives",Full-time,Male,Non-academic,European Union,2017/18,70
"Process, plant and machine operatives",Full-time,Male,Non-academic,European Union,2018/19,65
"Process, plant and machine operatives",Full-time,Male,Non-academic,European Union,2019/20,55
"Process, plant and machine operatives",Full-time,Male,Non-academic,European Union,2020/21,60
"Process, plant and machine operatives",Part-time,Male,Non-academic,European Union,2016/17,5
"Process, plant and machine operatives",Part-time,Male,Non-academic,European Union,2017/18,5
"Process, plant and machine operatives",Part-time,Male,Non-academic,European Union,2018/19,5
"Process, plant and machine operatives",Part-time,Male,Non-academic,European Union,2019/20,5
"Process, plant and machine operatives",Part-time,Male,Non-academic,European Union,2020/21,5
"Process, plant and machine operatives",Full-time,Female,Non-academic,Non-European Union,2016/17,10
"Process, plant and machine operatives",Full-time,Female,Non-academic,Non-European Union,2017/18,15
"Process, plant and machine operatives",Full-time,Female,Non-academic,Non-European Union,2018/19,15
"Process, plant and machine operatives",Full-time,Female,Non-academic,Non-European Union,2019/20,15
"Process, plant and machine operatives",Full-time,Female,Non-academic,Non-European Union,2020/21,15
"Process, plant and machine operatives",Part-time,Female,Non-academic,Non-European Union,2016/17,0
"Process, plant and machine operatives",Part-time,Female,Non-academic,Non-European Union,2017/18,0
"Process, plant and machine operatives",Part-time,Female,Non-academic,Non-European Union,2018/19,5
"Process, plant and machine operatives",Part-time,Female,Non-academic,Non-European Union,2019/20,5
"Process, plant and machine operatives",Part-time,Female,Non-academic,Non-European Union,2020/21,5
"Process, plant and machine operatives",Full-time,Male,Non-academic,Non-European Union,2016/17,25
"Process, plant and machine operatives",Full-time,Male,Non-academic,Non-European Union,2017/18,20
"Process, plant and machine operatives",Full-time,Male,Non-academic,Non-European Union,2018/19,25
"Process, plant and machine operatives",Full-time,Male,Non-academic,Non-European Union,2019/20,25
"Process, plant and machine operatives",Full-time,Male,Non-academic,Non-European Union,2020/21,25
"Process, plant and machine operatives",Part-time,Male,Non-academic,Non-European Union,2016/17,0
"Process, plant and machine operatives",Part-time,Male,Non-academic,Non-European Union,2017/18,0
"Process, plant and machine operatives",Part-time,Male,Non-academic,Non-European Union,2018/19,0
"Process, plant and machine operatives",Part-time,Male,Non-academic,Non-European Union,2019/20,0
"Process, plant and machine operatives",Part-time,Male,Non-academic,Non-European Union,2020/21,0
"Process, plant and machine operatives",Full-time,Female,Non-academic,Not known,2016/17,15
"Process, plant and machine operatives",Full-time,Female,Non-academic,Not known,2017/18,5
"Process, plant and machine operatives",Full-time,Female,Non-academic,Not known,2018/19,0
"Process, plant and machine operatives",Full-time,Female,Non-academic,Not known,2019/20,0
"Process, plant and machine operatives",Full-time,Female,Non-academic,Not known,2020/21,0
"Process, plant and machine operatives",Part-time,Female,Non-academic,Not known,2016/17,5
"Process, plant and machine operatives",Part-time,Female,Non-academic,Not known,2017/18,0
"Process, plant and machine operatives",Part-time,Female,Non-academic,Not known,2018/19,0
"Process, plant and machine operatives",Part-time,Female,Non-academic,Not known,2019/20,0
"Process, plant and machine operatives",Part-time,Female,Non-academic,Not known,2020/21,0
"Process, plant and machine operatives",Full-time,Male,Non-academic,Not known,2016/17,55
"Process, plant and machine operatives",Full-time,Male,Non-academic,Not known,2017/18,30
"Process, plant and machine operatives",Full-time,Male,Non-academic,Not known,2018/19,20
"Process, plant and machine operatives",Full-time,Male,Non-academic,Not known,2019/20,20
"Process, plant and machine operatives",Full-time,Male,Non-academic,Not known,2020/21,20
"Process, plant and machine operatives",Part-time,Male,Non-academic,Not known,2016/17,5
"Process, plant and machine operatives",Part-time,Male,Non-academic,Not known,2017/18,0
"Process, plant and machine operatives",Part-time,Male,Non-academic,Not known,2018/19,0
"Process, plant and machine operatives",Part-time,Male,Non-academic,Not known,2019/20,0
"Process, plant and machine operatives",Part-time,Male,Non-academic,Not known,2020/21,0
"Process, plant and machine operatives",Full-time,Female,Non-academic,UK,2016/17,140
"Process, plant and machine operatives",Full-time,Female,Non-academic,UK,2017/18,140
"Process, plant and machine operatives",Full-time,Female,Non-academic,UK,2018/19,140
"Process, plant and machine operatives",Full-time,Female,Non-academic,UK,2019/20,130
"Process, plant and machine operatives",Full-time,Female,Non-academic,UK,2020/21,145
"Process, plant and machine operatives",Part-time,Female,Non-academic,UK,2016/17,65
"Process, plant and machine operatives",Part-time,Female,Non-academic,UK,2017/18,65
"Process, plant and machine operatives",Part-time,Female,Non-academic,UK,2018/19,75
"Process, plant and machine operatives",Part-time,Female,Non-academic,UK,2019/20,65
"Process, plant and machine operatives",Part-time,Female,Non-academic,UK,2020/21,60
"Process, plant and machine operatives",Full-time,Male,Non-academic,UK,2016/17,1000
"Process, plant and machine operatives",Full-time,Male,Non-academic,UK,2017/18,975
"Process, plant and machine operatives",Full-time,Male,Non-academic,UK,2018/19,930
"Process, plant and machine operatives",Full-time,Male,Non-academic,UK,2019/20,835
"Process, plant and machine operatives",Full-time,Male,Non-academic,UK,2020/21,810
"Process, plant and machine operatives",Part-time,Male,Non-academic,UK,2016/17,135
"Process, plant and machine operatives",Part-time,Male,Non-academic,UK,2017/18,135
"Process, plant and machine operatives",Part-time,Male,Non-academic,UK,2018/19,135
"Process, plant and machine operatives",Part-time,Male,Non-academic,UK,2019/20,110
"Process, plant and machine operatives",Part-time,Male,Non-academic,UK,2020/21,90
"Process, plant and machine operatives",Full-time,Other,Non-academic,UK,2016/17,0
"Process, plant and machine operatives",Full-time,Other,Non-academic,UK,2017/18,0
"Process, plant and machine operatives",Full-time,Other,Non-academic,UK,2018/19,0
"Process, plant and machine operatives",Full-time,Other,Non-academic,UK,2019/20,0
"Process, plant and machine operatives",Full-time,Other,Non-academic,UK,2020/21,0
"Process, plant and machine operatives",Full-time,Female,Non-academic,All,2016/17,190
"Process, plant and machine operatives",Full-time,Female,Non-academic,All,2017/18,185
"Process, plant and machine operatives",Full-time,Female,Non-academic,All,2018/19,180
"Process, plant and machine operatives",Full-time,Female,Non-academic,All,2019/20,180
"Process, plant and machine operatives",Full-time,Female,Non-academic,All,2020/21,190
"Process, plant and machine operatives",Part-time,Female,Non-academic,All,2016/17,80
"Process, plant and machine operatives",Part-time,Female,Non-academic,All,2017/18,80
"Process, plant and machine operatives",Part-time,Female,Non-academic,All,2018/19,80
"Process, plant and machine operatives",Part-time,Female,Non-academic,All,2019/20,75
"Process, plant and machine operatives",Part-time,Female,Non-academic,All,2020/21,75
"Process, plant and machine operatives",Full-time,Male,Non-academic,All,2016/17,1155
"Process, plant and machine operatives",Full-time,Male,Non-academic,All,2017/18,1090
"Process, plant and machine operatives",Full-time,Male,Non-academic,All,2018/19,1040
"Process, plant and machine operatives",Full-time,Male,Non-academic,All,2019/20,940
"Process, plant and machine operatives",Full-time,Male,Non-academic,All,2020/21,915
"Process, plant and machine operatives",Part-time,Male,Non-academic,All,2016/17,145
"Process, plant and machine operatives",Part-time,Male,Non-academic,All,2017/18,140
"Process, plant and machine operatives",Part-time,Male,Non-academic,All,2018/19,140
"Process, plant and machine operatives",Part-time,Male,Non-academic,All,2019/20,115
"Process, plant and machine operatives",Part-time,Male,Non-academic,All,2020/21,100
"Process, plant and machine operatives",Full-time,Other,Non-academic,All,2016/17,0
"Process, plant and machine operatives",Full-time,Other,Non-academic,All,2017/18,0
"Process, plant and machine operatives",Full-time,Other,Non-academic,All,2018/19,0
"Process, plant and machine operatives",Full-time,Other,Non-academic,All,2019/20,0
"Process, plant and machine operatives",Full-time,Other,Non-academic,All,2020/21,0
"Process, plant and machine operatives",Full-time,All,Non-academic,All,2016/17,1345
"Process, plant and machine operatives",Full-time,All,Non-academic,All,2017/18,1275
"Process, plant and machine operatives",Full-time,All,Non-academic,All,2018/19,1225
"Process, plant and machine operatives",Full-time,All,Non-academic,All,2019/20,1120
"Process, plant and machine operatives",Full-time,All,Non-academic,All,2020/21,1110
"Process, plant and machine operatives",Full-time,All,Non-academic,European Union,2016/17,100
"Process, plant and machine operatives",Full-time,All,Non-academic,European Union,2017/18,95
"Process, plant and machine operatives",Full-time,All,Non-academic,European Union,2018/19,90
"Process, plant and machine operatives",Full-time,All,Non-academic,European Union,2019/20,90
"Process, plant and machine operatives",Full-time,All,Non-academic,European Union,2020/21,90
"Process, plant and machine operatives",Full-time,All,Non-academic,Non-European Union,2016/17,35
"Process, plant and machine operatives",Full-time,All,Non-academic,Non-European Union,2017/18,35
"Process, plant and machine operatives",Full-time,All,Non-academic,Non-European Union,2018/19,40
"Process, plant and machine operatives",Full-time,All,Non-academic,Non-European Union,2019/20,40
"Process, plant and machine operatives",Full-time,All,Non-academic,Non-European Union,2020/21,40
"Process, plant and machine operatives",Full-time,All,Non-academic,Not known,2016/17,75
"Process, plant and machine operatives",Full-time,All,Non-academic,Not known,2017/18,30
"Process, plant and machine operatives",Full-time,All,Non-academic,Not known,2018/19,25
"Process, plant and machine operatives",Full-time,All,Non-academic,Not known,2019/20,25
"Process, plant and machine operatives",Full-time,All,Non-academic,Not known,2020/21,20
"Process, plant and machine operatives",Full-time,All,Non-academic,UK,2016/17,1140
"Process, plant and machine operatives",Full-time,All,Non-academic,UK,2017/18,1115
"Process, plant and machine operatives",Full-time,All,Non-academic,UK,2018/19,1070
"Process, plant and machine operatives",Full-time,All,Non-academic,UK,2019/20,970
"Process, plant and machine operatives",Full-time,All,Non-academic,UK,2020/21,955
"Process, plant and machine operatives",Part-time,All,Non-academic,All,2016/17,225
"Process, plant and machine operatives",Part-time,All,Non-academic,All,2017/18,220
"Process, plant and machine operatives",Part-time,All,Non-academic,All,2018/19,220
"Process, plant and machine operatives",Part-time,All,Non-academic,All,2019/20,190
"Process, plant and machine operatives",Part-time,All,Non-academic,All,2020/21,175
"Process, plant and machine operatives",Part-time,All,Non-academic,European Union,2016/17,15
"Process, plant and machine operatives",Part-time,All,Non-academic,European Union,2017/18,15
"Process, plant and machine operatives",Part-time,All,Non-academic,European Union,2018/19,10
"Process, plant and machine operatives",Part-time,All,Non-academic,European Union,2019/20,10
"Process, plant and machine operatives",Part-time,All,Non-academic,European Union,2020/21,15
"Process, plant and machine operatives",Part-time,All,Non-academic,Non-European Union,2016/17,0
"Process, plant and machine operatives",Part-time,All,Non-academic,Non-European Union,2017/18,0
"Process, plant and machine operatives",Part-time,All,Non-academic,Non-European Union,2018/19,5
"Process, plant and machine operatives",Part-time,All,Non-academic,Non-European Union,2019/20,5
"Process, plant and machine operatives",Part-time,All,Non-academic,Non-European Union,2020/21,5
"Process, plant and machine operatives",Part-time,All,Non-academic,Not known,2016/17,10
"Process, plant and machine operatives",Part-time,All,Non-academic,Not known,2017/18,0
"Process, plant and machine operatives",Part-time,All,Non-academic,Not known,2018/19,0
"Process, plant and machine operatives",Part-time,All,Non-academic,Not known,2019/20,0
"Process, plant and machine operatives",Part-time,All,Non-academic,Not known,2020/21,0
"Process, plant and machine operatives",Part-time,All,Non-academic,UK,2016/17,195
"Process, plant and machine operatives",Part-time,All,Non-academic,UK,2017/18,200
"Process, plant and machine operatives",Part-time,All,Non-academic,UK,2018/19,205
"Process, plant and machine operatives",Part-time,All,Non-academic,UK,2019/20,175
"Process, plant and machine operatives",Part-time,All,Non-academic,UK,2020/21,155
"Process, plant and machine operatives",All,All,Non-academic,All,2016/17,1570
"Process, plant and machine operatives",All,All,Non-academic,All,2017/18,1495
"Process, plant and machine operatives",All,All,Non-academic,All,2018/19,1445
"Process, plant and machine operatives",All,All,Non-academic,All,2019/20,1310
"Process, plant and machine operatives",All,All,Non-academic,All,2020/21,1280
"Process, plant and machine operatives",All,Female,Non-academic,All,2016/17,270
"Process, plant and machine operatives",All,Female,Non-academic,All,2017/18,260
"Process, plant and machine operatives",All,Female,Non-academic,All,2018/19,265
"Process, plant and machine operatives",All,Female,Non-academic,All,2019/20,255
"Process, plant and machine operatives",All,Female,Non-academic,All,2020/21,265
"Process, plant and machine operatives",All,Male,Non-academic,All,2016/17,1300
"Process, plant and machine operatives",All,Male,Non-academic,All,2017/18,1230
"Process, plant and machine operatives",All,Male,Non-academic,All,2018/19,1180
"Process, plant and machine operatives",All,Male,Non-academic,All,2019/20,1055
"Process, plant and machine operatives",All,Male,Non-academic,All,2020/21,1015
"Process, plant and machine operatives",All,Other,Non-academic,All,2016/17,0
"Process, plant and machine operatives",All,Other,Non-academic,All,2017/18,0
"Process, plant and machine operatives",All,Other,Non-academic,All,2018/19,0
"Process, plant and machine operatives",All,Other,Non-academic,All,2019/20,0
"Process, plant and machine operatives",All,Other,Non-academic,All,2020/21,0
"Process, plant and machine operatives",All,All,Non-academic,European Union,2016/17,115
"Process, plant and machine operatives",All,All,Non-academic,European Union,2017/18,110
"Process, plant and machine operatives",All,All,Non-academic,European Union,2018/19,105
"Process, plant and machine operatives",All,All,Non-academic,European Union,2019/20,95
"Process, plant and machine operatives",All,All,Non-academic,European Union,2020/21,105
"Process, plant and machine operatives",All,Female,Non-academic,European Union,2016/17,35
"Process, plant and machine operatives",All,Female,Non-academic,European Union,2017/18,40
"Process, plant and machine operatives",All,Female,Non-academic,European Union,2018/19,35
"Process, plant and machine operatives",All,Female,Non-academic,European Union,2019/20,35
"Process, plant and machine operatives",All,Female,Non-academic,European Union,2020/21,40
"Process, plant and machine operatives",All,Male,Non-academic,European Union,2016/17,80
"Process, plant and machine operatives",All,Male,Non-academic,European Union,2017/18,75
"Process, plant and machine operatives",All,Male,Non-academic,European Union,2018/19,70
"Process, plant and machine operatives",All,Male,Non-academic,European Union,2019/20,60
"Process, plant and machine operatives",All,Male,Non-academic,European Union,2020/21,65
"Process, plant and machine operatives",All,All,Non-academic,Non-European Union,2016/17,35
"Process, plant and machine operatives",All,All,Non-academic,Non-European Union,2017/18,35
"Process, plant and machine operatives",All,All,Non-academic,Non-European Union,2018/19,40
"Process, plant and machine operatives",All,All,Non-academic,Non-European Union,2019/20,45
"Process, plant and machine operatives",All,All,Non-academic,Non-European Union,2020/21,45
"Process, plant and machine operatives",All,Female,Non-academic,Non-European Union,2016/17,10
"Process, plant and machine operatives",All,Female,Non-academic,Non-European Union,2017/18,15
"Process, plant and machine operatives",All,Female,Non-academic,Non-European Union,2018/19,15
"Process, plant and machine operatives",All,Female,Non-academic,Non-European Union,2019/20,20
"Process, plant and machine operatives",All,Female,Non-academic,Non-European Union,2020/21,20
"Process, plant and machine operatives",All,Male,Non-academic,Non-European Union,2016/17,25
"Process, plant and machine operatives",All,Male,Non-academic,Non-European Union,2017/18,20
"Process, plant and machine operatives",All,Male,Non-academic,Non-European Union,2018/19,25
"Process, plant and machine operatives",All,Male,Non-academic,Non-European Union,2019/20,25
"Process, plant and machine operatives",All,Male,Non-academic,Non-European Union,2020/21,25
"Process, plant and machine operatives",All,All,Non-academic,Not known,2016/17,85
"Process, plant and machine operatives",All,All,Non-academic,Not known,2017/18,30
"Process, plant and machine operatives",All,All,Non-academic,Not known,2018/19,25
"Process, plant and machine operatives",All,All,Non-academic,Not known,2019/20,25
"Process, plant and machine operatives",All,All,Non-academic,Not known,2020/21,25
"Process, plant and machine operatives",All,Female,Non-academic,Not known,2016/17,25
"Process, plant and machine operatives",All,Female,Non-academic,Not known,2017/18,5
"Process, plant and machine operatives",All,Female,Non-academic,Not known,2018/19,0
"Process, plant and machine operatives",All,Female,Non-academic,Not known,2019/20,0
"Process, plant and machine operatives",All,Female,Non-academic,Not known,2020/21,0
"Process, plant and machine operatives",All,Male,Non-academic,Not known,2016/17,60
"Process, plant and machine operatives",All,Male,Non-academic,Not known,2017/18,30
"Process, plant and machine operatives",All,Male,Non-academic,Not known,2018/19,25
"Process, plant and machine operatives",All,Male,Non-academic,Not known,2019/20,20
"Process, plant and machine operatives",All,Male,Non-academic,Not known,2020/21,20
"Process, plant and machine operatives",All,All,Non-academic,UK,2016/17,1335
"Process, plant and machine operatives",All,All,Non-academic,UK,2017/18,1315
"Process, plant and machine operatives",All,All,Non-academic,UK,2018/19,1275
"Process, plant and machine operatives",All,All,Non-academic,UK,2019/20,1145
"Process, plant and machine operatives",All,All,Non-academic,UK,2020/21,1110
"Process, plant and machine operatives",All,Female,Non-academic,UK,2016/17,200
"Process, plant and machine operatives",All,Female,Non-academic,UK,2017/18,205
"Process, plant and machine operatives",All,Female,Non-academic,UK,2018/19,215
"Process, plant and machine operatives",All,Female,Non-academic,UK,2019/20,200
"Process, plant and machine operatives",All,Female,Non-academic,UK,2020/21,205
"Process, plant and machine operatives",All,Male,Non-academic,UK,2016/17,1135
"Process, plant and machine operatives",All,Male,Non-academic,UK,2017/18,1105
"Process, plant and machine operatives",All,Male,Non-academic,UK,2018/19,1060
"Process, plant and machine operatives",All,Male,Non-academic,UK,2019/20,945
"Process, plant and machine operatives",All,Male,Non-academic,UK,2020/21,905
"Process, plant and machine operatives",All,Other,Non-academic,UK,2016/17,0
"Process, plant and machine operatives",All,Other,Non-academic,UK,2017/18,0
"Process, plant and machine operatives",All,Other,Non-academic,UK,2018/19,0
"Process, plant and machine operatives",All,Other,Non-academic,UK,2019/20,0
"Process, plant and machine operatives",All,Other,Non-academic,UK,2020/21,0
Elementary occupations,Full-time,Female,Non-academic,European Union,2016/17,320
Elementary occupations,Full-time,Female,Non-academic,European Union,2017/18,305
Elementary occupations,Full-time,Female,Non-academic,European Union,2018/19,350
Elementary occupations,Full-time,Female,Non-academic,European Union,2019/20,375
Elementary occupations,Full-time,Female,Non-academic,European Union,2020/21,380
Elementary occupations,Part-time,Female,Non-academic,European Union,2016/17,1130
Elementary occupations,Part-time,Female,Non-academic,European Union,2017/18,1230
Elementary occupations,Part-time,Female,Non-academic,European Union,2018/19,1325
Elementary occupations,Part-time,Female,Non-academic,European Union,2019/20,1260
Elementary occupations,Part-time,Female,Non-academic,European Union,2020/21,1130
Elementary occupations,Full-time,Male,Non-academic,European Union,2016/17,395
Elementary occupations,Full-time,Male,Non-academic,European Union,2017/18,390
Elementary occupations,Full-time,Male,Non-academic,European Union,2018/19,425
Elementary occupations,Full-time,Male,Non-academic,European Union,2019/20,450
Elementary occupations,Full-time,Male,Non-academic,European Union,2020/21,485
Elementary occupations,Part-time,Male,Non-academic,European Union,2016/17,420
Elementary occupations,Part-time,Male,Non-academic,European Union,2017/18,440
Elementary occupations,Part-time,Male,Non-academic,European Union,2018/19,535
Elementary occupations,Part-time,Male,Non-academic,European Union,2019/20,520
Elementary occupations,Part-time,Male,Non-academic,European Union,2020/21,440
Elementary occupations,Full-time,Other,Non-academic,European Union,2016/17,0
Elementary occupations,Full-time,Other,Non-academic,European Union,2017/18,0
Elementary occupations,Full-time,Other,Non-academic,European Union,2018/19,0
Elementary occupations,Full-time,Other,Non-academic,European Union,2019/20,0
Elementary occupations,Full-time,Other,Non-academic,European Union,2020/21,0
Elementary occupations,Part-time,Other,Non-academic,European Union,2016/17,0
Elementary occupations,Part-time,Other,Non-academic,European Union,2017/18,0
Elementary occupations,Part-time,Other,Non-academic,European Union,2018/19,0
Elementary occupations,Part-time,Other,Non-academic,European Union,2019/20,0
Elementary occupations,Part-time,Other,Non-academic,European Union,2020/21,0
Elementary occupations,Full-time,Female,Non-academic,Non-European Union,2016/17,100
Elementary occupations,Full-time,Female,Non-academic,Non-European Union,2017/18,90
Elementary occupations,Full-time,Female,Non-academic,Non-European Union,2018/19,90
Elementary occupations,Full-time,Female,Non-academic,Non-European Union,2019/20,105
Elementary occupations,Full-time,Female,Non-academic,Non-European Union,2020/21,105
Elementary occupations,Part-time,Female,Non-academic,Non-European Union,2016/17,745
Elementary occupations,Part-time,Female,Non-academic,Non-European Union,2017/18,710
Elementary occupations,Part-time,Female,Non-academic,Non-European Union,2018/19,785
Elementary occupations,Part-time,Female,Non-academic,Non-European Union,2019/20,680
Elementary occupations,Part-time,Female,Non-academic,Non-European Union,2020/21,630
Elementary occupations,Full-time,Male,Non-academic,Non-European Union,2016/17,255
Elementary occupations,Full-time,Male,Non-academic,Non-European Union,2017/18,250
Elementary occupations,Full-time,Male,Non-academic,Non-European Union,2018/19,270
Elementary occupations,Full-time,Male,Non-academic,Non-European Union,2019/20,305
Elementary occupations,Full-time,Male,Non-academic,Non-European Union,2020/21,315
Elementary occupations,Part-time,Male,Non-academic,Non-European Union,2016/17,510
Elementary occupations,Part-time,Male,Non-academic,Non-European Union,2017/18,465
Elementary occupations,Part-time,Male,Non-academic,Non-European Union,2018/19,485
Elementary occupations,Part-time,Male,Non-academic,Non-European Union,2019/20,370
Elementary occupations,Part-time,Male,Non-academic,Non-European Union,2020/21,360
Elementary occupations,Part-time,Other,Non-academic,Non-European Union,2016/17,0
Elementary occupations,Part-time,Other,Non-academic,Non-European Union,2017/18,0
Elementary occupations,Part-time,Other,Non-academic,Non-European Union,2018/19,0
Elementary occupations,Part-time,Other,Non-academic,Non-European Union,2019/20,0
Elementary occupations,Part-time,Other,Non-academic,Non-European Union,2020/21,0
Elementary occupations,Full-time,Female,Non-academic,Not known,2016/17,30
Elementary occupations,Full-time,Female,Non-academic,Not known,2017/18,10
